ticker,cik_code,auditor,INTERNALCONTROL_EFFECTIVE,year_ended_date,financials_date,fiscal_year,signature_date,NUMBEROFCONTROLWEAKNESS,audit_fees,non_audit_fees,year,big4
EXPO,851520,KPMG LLP,Yes,2010-01-01,2010-01-01,2009,2010-02-23,0,563000,88000,2009,1
BMRN,1048477,KPMG LLP,Yes,2009-12-31,2009-12-31,2009,2010-02-25,0,987440,38098,2009,1
ESS,920522,KPMG LLP,Yes,2009-12-31,2009-12-31,2009,2010-02-25,0,1113400,113000,2009,1
WABC,311094,KPMG LLP,Yes,2009-12-31,2009-12-31,2009,2010-02-26,0,858000,0,2009,1
WFC,72971,KPMG LLP,Yes,2009-12-31,2009-12-31,2009,2010-02-26,0,33474000,9962000,2009,1
DLR,1297996,KPMG LLP,Yes,2009-12-31,2009-12-31,2009,2010-02-26,0,1724633,178032,2009,1
SIVB,719739,KPMG LLP,Yes,2009-12-31,2009-12-31,2009,2010-03-01,0,3537245,978065,2009,1
CAI,1388430,KPMG LLP,Yes,2009-12-31,2009-12-31,2009,2010-03-15,0,748100,2006,2009,1
WLFC,1018164,KPMG LLP,Yes,2009-12-31,2009-12-31,2009,2010-03-15,0,646721,0,2009,1
TGH,1413159,KPMG LLP,Yes,2009-12-31,2009-12-31,2009,2010-03-17,0,1133000,19000,2009,1
DLB,1308547,KPMG LLP,Yes,2009-09-25,2009-09-25,2009,2009-11-18,0,2766125,148877,2009,1
V,1403161,KPMG LLP,Yes,2010-09-30,2010-09-30,2010,2010-11-19,0,5819000,1270000,2010,1
DLB,1308547,KPMG LLP,Yes,2010-09-24,2010-09-24,2010,2010-11-18,0,2455525,184336,2010,1
COO,711404,KPMG LLP,Yes,2010-10-31,2010-10-31,2010,2010-12-17,0,3747572,0,2010,1
BMRN,1048477,KPMG LLP,Yes,2010-12-31,2010-12-31,2010,2011-02-24,0,1034751,0,2010,1
WFC,72971,KPMG LLP,Yes,2010-12-31,2010-12-31,2010,2011-02-25,0,34432000,10140000,2010,1
DLR,1297996,KPMG LLP,Yes,2010-12-31,2010-12-31,2010,2011-02-25,0,2175582,1070456,2010,1
SIVB,719739,KPMG LLP,Yes,2010-12-31,2010-12-31,2010,2011-02-25,0,4048650,1339501,2010,1
ESS,920522,KPMG LLP,Yes,2010-12-31,2010-12-31,2010,2011-02-24,0,1102100,143000,2010,1
EXPO,851520,KPMG LLP,Yes,2010-12-31,2010-12-31,2010,2011-02-25,0,588000,96000,2010,1
WABC,311094,KPMG LLP,Yes,2010-12-31,2010-12-31,2010,2011-02-25,0,735000,0,2010,1
WLFC,1018164,KPMG LLP,Yes,2010-12-31,2010-12-31,2010,2011-03-15,0,664455,89768,2010,1
CAI,1388430,KPMG LLP,Yes,2010-12-31,2010-12-31,2010,2011-03-15,0,747500,92410,2010,1
TGH,1413159,KPMG LLP,Yes,2010-12-31,2010-12-31,2010,2011-03-18,0,1069000,31000,2010,1
V,1403161,KPMG LLP,Yes,2011-09-30,2011-09-30,2011,2011-11-17,0,5867000,1758000,2011,1
DLB,1308547,KPMG LLP,Yes,2011-09-30,2011-09-30,2011,2011-11-22,0,2146775,810311,2011,1
COO,711404,KPMG LLP,Yes,2011-10-31,2011-10-31,2011,2011-12-16,0,4125100,0,2011,1
BMRN,1048477,KPMG LLP,Yes,2011-12-31,2011-12-31,2011,2012-02-22,0,1054559,268208,2011,1
EXPO,851520,KPMG LLP,Yes,2011-12-30,2011-12-31,2011,2012-02-24,0,588000,94000,2011,1
ESS,920522,KPMG LLP,Yes,2011-12-31,2011-12-31,2011,2012-02-23,0,1228000,193000,2011,1
WABC,311094,KPMG LLP,Yes,2011-12-31,2011-12-31,2011,2012-02-27,0,710000,0,2011,1
DLR,1297996,KPMG LLP,Yes,2011-12-31,2011-12-31,2011,2012-02-27,0,1770590,949370,2011,1
SIVB,719739,KPMG LLP,Yes,2011-12-31,2011-12-31,2011,2012-02-28,0,4146398,1041246,2011,1
CAI,1388430,KPMG LLP,Yes,2011-12-31,2011-12-31,2011,2012-03-08,0,790000,35650,2011,1
WFC,72971,KPMG LLP,Yes,2011-12-31,2011-12-31,2011,2012-02-28,0,32704000,14029000,2011,1
WLFC,1018164,KPMG LLP,Yes,2011-12-31,2011-12-31,2011,2012-03-12,0,653631,217174,2011,1
TGH,1413159,KPMG LLP,Yes,2011-12-31,2011-12-31,2011,2012-03-15,0,978000,98000,2011,1
DLB,1308547,KPMG LLP,Yes,2012-09-28,2012-09-28,2012,2012-11-15,0,2374203,640043,2012,1
V,1403161,KPMG LLP,Yes,2012-09-30,2012-09-30,2012,2012-11-15,0,5846000,1700000,2012,1
COO,711404,KPMG LLP,Yes,2012-10-31,2012-10-31,2012,2012-12-19,0,3614300,144000,2012,1
ESS,920522,KPMG LLP,Yes,2012-12-31,2012-12-31,2012,2013-02-22,0,1227450,221500,2012,1
SIVB,719739,KPMG LLP,Yes,2012-12-31,2012-12-31,2012,2013-02-27,0,4361548,1148390,2012,1
WFC,72971,KPMG LLP,Yes,2012-12-31,2012-12-31,2012,2013-02-27,0,33539000,11166000,2012,1
BMRN,1048477,KPMG LLP,Yes,2012-12-31,2012-12-31,2012,2013-02-26,0,1179920,1902,2012,1
EXPO,851520,KPMG LLP,Yes,2012-12-28,2012-12-28,2012,2013-02-27,0,596000,90000,2012,1
CAI,1388430,KPMG LLP,Yes,2012-12-31,2012-12-31,2012,2013-02-27,0,858800,206500,2012,1
WABC,311094,KPMG LLP,Yes,2012-12-31,2012-12-31,2012,2013-02-27,0,700000,0,2012,1
AL,1487712,KPMG LLP,Yes,2012-12-31,2012-12-31,2012,2013-02-28,0,1321864,188767,2012,1
DLR,1297996,KPMG LLP,Yes,2012-12-31,2012-12-31,2012,2013-02-28,0,1824618,1513632,2012,1
TGH,1413159,KPMG LLP,Yes,2012-12-31,2012-12-31,2012,2013-03-15,0,1359000,136000,2012,1
WLFC,1018164,KPMG LLP,Yes,2012-12-31,2012-12-31,2012,2013-03-18,0,657984,192169,2012,1
V,1403161,KPMG LLP,Yes,2013-09-30,2013-09-30,2013,2013-11-21,0,5904000,1771000,2013,1
DLB,1308547,KPMG LLP,Yes,2013-09-27,2013-09-27,2013,2013-11-14,0,2397625,954639,2013,1
COO,711404,KPMG LLP,Yes,2013-10-31,2013-10-31,2013,2013-12-20,0,3620000,0,2013,1
WFC,72971,KPMG LLP,Yes,2013-12-31,2013-12-31,2013,2014-02-26,0,36114000,10336000,2013,1
BMRN,1048477,KPMG LLP,Yes,2013-12-31,2013-12-31,2013,2014-02-26,0,1300641,56621,2013,1
ESS,920522,KPMG LLP,Yes,2013-12-31,2013-12-31,2013,2014-02-26,0,1308923,270900,2013,1
AL,1487712,KPMG LLP,Yes,2013-12-31,2013-12-31,2013,2014-02-27,0,800000,221838,2013,1
WABC,311094,KPMG LLP,Yes,2013-12-31,2013-12-31,2013,2014-02-27,0,712500,0,2013,1
SIVB,719739,KPMG LLP,Yes,2013-12-31,2013-12-31,2013,2014-02-27,0,4771482,952392,2013,1
EXPO,851520,KPMG LLP,Yes,2014-01-03,2014-01-03,2013,2014-02-28,0,600000,121000,2013,1
CAI,1388430,KPMG LLP,Yes,2013-12-31,2013-12-31,2013,2014-02-28,0,876400,127230,2013,1
DLR,1297996,KPMG LLP,Yes,2013-12-31,2013-12-31,2013,2014-02-28,0,1682301,1396103,2013,1
BIO,12208,KPMG LLP,No,2013-12-31,2013-12-31,2013,2014-03-17,1,5818000,1030000,2013,1
WLFC,1018164,KPMG LLP,Yes,2013-12-31,2013-12-31,2013,2014-03-17,0,727314,200680,2013,1
TGH,1413159,KPMG LLP,No,2013-12-31,2013-12-31,2013,2014-03-19,1,1477000,130000,2013,1
DLB,1308547,KPMG LLP,Yes,2014-09-26,2014-09-26,2014,2014-11-17,0,2266319,1253047,2014,1
COO,711404,KPMG LLP,Yes,2014-10-31,2014-10-31,2014,2014-12-19,0,4384000,144000,2014,1
TSLX,1508655,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-24,0,963500,392000,2014,1
WFC,72971,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-25,0,37904000,9372000,2014,1
SIVB,719739,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-26,0,5139121,1056627,2014,1
AL,1487712,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-26,0,1278833,138075,2014,1
CAI,1388430,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-27,0,934750,15316,2014,1
BMRN,1048477,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-03-02,0,1437286,190651,2014,1
WABC,311094,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-27,0,900000,0,2014,1
EXPO,851520,KPMG LLP,Yes,2014-12-31,2015-01-02,2014,2015-02-27,0,611000,141000,2014,1
ESS,920522,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-03-02,0,1659500,673600,2014,1
BIO,12208,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-03-02,0,6648000,1116000,2014,1
DLR,1297996,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-03-02,0,1653933,443684,2014,1
DZSI,1101680,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-03-06,0,841210,11500,2014,1
TGH,1413159,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-03-13,0,1700000,77000,2014,1
NTUS,878526,KPMG LLP,No,2014-12-31,2014-12-31,2014,2015-03-16,1,1350750,69450,2014,1
WLFC,1018164,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-03-16,0,926654,344398,2014,1
DLB,1308547,KPMG LLP,Yes,2015-09-25,2015-09-25,2015,2015-11-24,0,2412625,814996,2015,1
COO,711404,KPMG LLP,Yes,2015-10-31,2015-10-31,2015,2015-12-18,0,4105000,0,2015,1
WFC,72971,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-24,0,39136000,10164000,2015,1
TSLX,1508655,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-24,0,992000,379090,2015,1
PRTA,1559053,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-25,0,706792,75683,2015,1
ESS,920522,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-26,0,1559720,497150,2015,1
SIVB,719739,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-26,0,5852555,774699,2015,1
EXPO,851520,KPMG LLP,Yes,2016-01-01,2016-01-01,2015,2016-02-26,0,706000,111000,2015,1
NTUS,878526,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-26,0,1350750,69450,2015,1
BMRN,1048477,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-29,0,1643757,215587,2015,1
BIO,12208,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-29,0,7835000,16000,2015,1
DLR,1297996,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-29,0,2851754,1537041,2015,1
CAI,1388430,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-03-02,0,920250,19316,2015,1
WLFC,1018164,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-03-10,0,1228632,43640,2015,1
TGH,1413159,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-03-11,0,1826000,25000,2015,1
DZSI,1101680,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-03-23,0,1501873,120208,2015,1
DLB,1308547,KPMG LLP,Yes,2016-09-30,2016-09-30,2016,2016-11-18,0,2685000,404359,2016,1
COO,711404,KPMG LLP,Yes,2016-10-31,2016-10-31,2016,2016-12-22,0,4140000,0,2016,1
EXPO,851520,KPMG LLP,Yes,2016-12-30,2016-12-30,2016,2017-02-24,0,716000,99000,2016,1
ESS,920522,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-24,0,1529825,527070,2016,1
NTUS,878526,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-24,0,1916679,37253,2016,1
BMRN,1048477,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-27,0,1952012,37400,2016,1
PRTA,1559053,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-24,0,720741,70450,2016,1
SQ,1512673,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-24,0,2951000,0,2016,1
FCPT,1650132,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-27,0,619495,0,2016,1
CALX,1406666,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-28,0,1328000,0,2016,1
SIVB,719739,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-28,0,5678821,1517008,2016,1
BIO,12208,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-28,0,8552000,1780000,2016,1
WFC,72971,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-03-01,0,41082000,11465000,2016,1
DLR,1297996,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-03-01,0,2589630,831642,2016,1
CAI,1388430,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-03-13,0,1034250,18522,2016,1
WLFC,1018164,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-03-15,0,1146750,308401,2016,1
TGH,1413159,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-03-27,0,1531000,35000,2016,1
DLB,1308547,KPMG LLP,Yes,2017-09-29,2017-09-29,2017,2017-11-16,0,2787800,720107,2017,1
COO,711404,KPMG LLP,Yes,2017-10-31,2017-10-31,2017,2017-12-22,0,4539800,0,2017,1
ESS,920522,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-22,0,1573240,696975,2017,1
EXPO,851520,KPMG LLP,Yes,2017-12-29,2017-12-29,2017,2018-02-23,0,761500,105000,2017,1
BMRN,1048477,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-26,0,1798279,224183,2017,1
PRTA,1559053,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-23,0,794457,92413,2017,1
SJW,766829,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-27,0,976526,0,2017,1
GBT,1629137,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-27,0,855000,0,2017,1
SQ,1512673,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-27,0,3747000,3000,2017,1
FCPT,1650132,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-26,0,707480,0,2017,1
CAI,1388430,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-27,0,1030250,180000,2017,1
SIVB,719739,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-28,0,6262414,1853584,2017,1
TWLO,1447669,KPMG LLP,No,2017-12-31,2017-12-31,2017,2018-03-01,1,2559000,0,2017,1
DLR,1297996,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-28,0,3147839,1717797,2017,1
WFC,72971,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-03-01,0,44802000,10122000,2017,1
NTUS,878526,KPMG LLP,No,2017-12-31,2017-12-31,2017,2018-03-01,1,3058102,107149,2017,1
FIVN,1288847,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-03-01,0,1618000,43000,2017,1
CALX,1406666,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-03-13,0,1497000,200000,2017,1
TGH,1413159,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-03-14,0,1766000,217000,2017,1
WLFC,1018164,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-03-15,0,1058003,418447,2017,1
BCDA,925741,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-03-16,0,642000,0,2017,1
BIO,12208,KPMG LLP,No,2017-12-31,2017-12-31,2017,2018-04-13,3,12556000,462000,2017,1
DLB,1308547,KPMG LLP,Yes,2018-09-28,2018-09-28,2018,2018-11-14,0,3246950,415969,2018,1
COO,711404,KPMG LLP,Yes,2018-10-31,2018-10-31,2018,2018-12-21,0,5304315,0,2018,1
FCPT,1650132,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-19,0,660780,0,2018,1
ESS,920522,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-21,0,1611780,589000,2018,1
EXPO,851520,KPMG LLP,Yes,2018-12-28,2018-12-28,2018,2019-02-22,0,780500,192000,2018,1
DLR,1297996,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-25,0,2966867,2799283,2018,1
FIVN,1288847,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-25,0,1775000,135000,2018,1
SQ,1512673,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-27,0,4476000,3000,2018,1
GBT,1629137,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-27,0,895035,0,2018,1
SJW,766829,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-27,0,1052361,324000,2018,1
WFC,72971,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-27,0,44577000,13072000,2018,1
BMRN,1048477,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-27,0,2133059,107928,2018,1
SIVB,719739,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-28,0,8978145,1457062,2018,1
TWLO,1447669,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-28,0,3556000,145000,2018,1
NTUS,878526,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-03-01,0,3489689,83269,2018,1
CALX,1406666,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-03-01,0,1480000,0,2018,1
CAI,1388430,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-03-05,0,1005250,323800,2018,1
PRTA,1559053,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-03-15,0,663418,382608,2018,1
TGH,1413159,KPMG LLP,No,2018-12-31,2018-12-31,2018,2019-03-22,1,1835000,187000,2018,1
NTUS,878526,KPMG LLP,No,2017-12-31,2017-12-31,2017,2018-03-01,1,3058102,107149,2017,1
DLB,1308547,KPMG LLP,Yes,2019-09-27,2019-09-27,2019,2019-11-22,0,3918176,298152,2019,1
COO,711404,KPMG LLP,Yes,2019-10-31,2019-10-31,2019,2019-12-20,0,5404750,0,2019,1
ESS,920522,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-20,0,2035100,0,2019,1
CALX,1406666,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-21,0,1323000,0,2019,1
GBT,1629137,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-26,0,935000,38676,2019,1
FCPT,1650132,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-26,0,688330,0,2019,1
WFC,72971,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-26,0,45607000,11574000,2019,1
BMRN,1048477,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-27,0,1931887,287947,2019,1
FIVN,1288847,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-27,0,1838000,14000,2019,1
SIVB,719739,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-28,0,10570510,1542935,2019,1
EXPO,851520,KPMG LLP,Yes,2020-01-03,2020-01-03,2019,2020-02-28,0,821000,168615,2019,1
DLR,1297996,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-03-02,0,2848184,1777086,2019,1
NTUS,878526,KPMG LLP,No,2019-12-31,2019-12-31,2019,2020-03-02,2,3284147,89014,2019,1
PRTA,1559053,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-03-03,0,638747,214120,2019,1
CAI,1388430,KPMG LLP,No,2019-12-31,2019-12-31,2019,2020-03-05,2,1061500,39700,2019,1
EIGR,1305253,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-03-13,0,1310988,0,2019,1
PLAN,1540755,KPMG LLP,Yes,2020-01-31,2020-01-31,2020,2020-03-30,0,2135000,80000,2020,1
TGH,1413159,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-03-30,0,1792000,36000,2019,1
LOGI,1032975,KPMG LLP,Yes,2020-03-31,2020-03-31,2020,2020-05-27,0,3835000,388000,2020,1
DLB,1308547,KPMG LLP,Yes,2020-09-25,2020-09-25,2020,2020-11-16,0,3598000,156971,2020,1
COO,711404,KPMG LLP,Yes,2020-10-31,2020-10-31,2020,2020-12-11,0,4120350,2500,2020,1
FCPT,1650132,KPMG LLP,Yes,2020-12-31,2020-12-31,2020,2021-02-19,0,718500,0,2020,1
ESS,920522,KPMG LLP,Yes,2020-12-31,2020-12-31,2020,2021-02-19,0,2047475,100000,2020,1
CALX,1406666,KPMG LLP,Yes,2020-12-31,2020-12-31,2020,2021-02-22,0,1460000,0,2020,1
GBT,1629137,KPMG LLP,Yes,2020-12-31,2020-12-31,2020,2021-02-24,0,1285190,287533,2020,1
WFC,72971,KPMG LLP,Yes,2020-12-31,2020-12-31,2020,2021-02-23,0,44200000,14400000,2020,1
NTUS,878526,KPMG LLP,Yes,2020-12-31,2020-12-31,2020,2021-02-26,0,2597699,110211,2020,1
BMRN,1048477,KPMG LLP,Yes,2020-12-31,2020-12-31,2020,2021-02-26,0,2911674,33401,2020,1
RNG,1384905,KPMG LLP,Yes,2020-12-31,2020-12-31,2020,2021-02-26,0,3072766,24280,2020,1
EXPO,851520,KPMG LLP,Yes,2021-01-01,2021-01-01,2020,2021-02-26,0,827400,144344,2020,1
FIVN,1288847,KPMG LLP,Yes,2020-12-31,2020-12-31,2020,2021-02-26,0,2270000,123000,2020,1
SIVB,719739,KPMG LLP,Yes,2020-12-31,2020-12-31,2020,2021-03-01,0,9180471,1375889,2020,1
REAL,1573221,KPMG LLP,Yes,2020-12-31,2020-12-31,2020,2021-03-01,0,3423000,0,2020,1
DLR,1297996,KPMG LLP,Yes,2020-12-31,2020-12-31,2020,2021-03-01,0,4179000,3227000,2020,1
CAI,1388430,KPMG LLP,Yes,2020-12-31,2020-12-31,2020,2021-03-01,0,1092000,91700,2020,1
PLAN,1540755,KPMG LLP,Yes,2021-01-31,2021-01-31,2021,2021-03-12,0,2352969,20000,2021,1
TGH,1413159,KPMG LLP,Yes,2020-12-31,2020-12-31,2020,2021-03-18,0,1888000,243000,2020,1
WORK,1764925,KPMG LLP,Yes,2021-01-31,2021-01-31,2021,2021-03-19,0,3258220,101780,2021,1
LOGI,1032975,KPMG LLP,Yes,2021-03-31,2021-03-31,2021,2021-05-12,0,3278000,563000,2021,1
OFG,1030469,KPMG LLP,No,2005-12-31,NA,2005,2006-06-09,2,226600,59225,2005,1
OFG,1030469,KPMG LLP,Yes,2006-12-31,2006-12-31,2006,2007-03-27,0,1337000,93101,2006,1
OFG,1030469,KPMG LLP,Yes,2007-12-31,2007-12-31,2007,2008-03-13,0,1235475,151112,2007,1
OFG,1030469,KPMG LLP,Yes,2008-12-31,2008-12-31,2008,2009-03-16,0,870750,185265,2008,1
GTS,1171662,KPMG LLP,No,2008-12-31,2008-12-31,2008,2009-03-18,1,1490000,29000,2008,1
OFG,1030469,KPMG LLP,Yes,2009-12-31,2009-12-31,2009,2010-03-11,0,1130050,172844,2009,1
OFG,1030469,KPMG LLP,Yes,2010-12-31,2010-12-31,2010,2011-03-09,0,892500,367810,2010,1
OFG,1030469,KPMG LLP,Yes,2011-12-31,2011-12-31,2011,2012-03-09,0,1399500,137225,2011,1
OFG,1030469,KPMG LLP,Yes,2012-12-31,2012-12-31,2012,2013-03-14,0,886500,280930,2012,1
FBP,1057706,KPMG LLP,Yes,2012-12-31,2012-12-31,2012,2013-04-01,0,2015103,51650,2012,1
OFG,1030469,KPMG LLP,Yes,2013-12-31,2013-12-31,2013,2014-03-03,0,2427025,128269,2013,1
FBP,1057706,KPMG LLP,Yes,2013-12-31,2013-12-31,2013,2014-03-17,0,2292185,51650,2013,1
OFG,1030469,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-26,0,2412016,79572,2014,1
FBP,1057706,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-03-16,0,2381150,249000,2014,1
FBP,1057706,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-03-14,0,2838326,230394,2015,1
OFG,1030469,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-03-14,0,1790000,108357,2015,1
OFG,1030469,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-03-10,0,2149500,162736,2016,1
FBP,1057706,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-03-16,0,2821640,51780,2016,1
OFG,1030469,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-03-12,0,1324852,129200,2017,1
FBP,1057706,KPMG LLP,No,2017-12-31,2017-12-31,2017,2018-03-15,1,3024169,172472,2017,1
OFG,1030469,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-03-08,0,1525000,128624,2018,1
OFG,1030469,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-03-02,0,2087850,49007,2019,1
OFG,1030469,KPMG LLP,Yes,2020-12-31,2020-12-31,2020,2021-02-26,0,2634910,699837,2020,1
BRFS,1122491,KPMG LLP,Yes,2009-12-31,2009-12-31,2009,2010-04-30,0,1463230,1455602,2009,1
SNPS,883241,KPMG LLP,Yes,2011-10-31,2011-10-31,2011,2011-12-15,0,2699000,93000,2011,1
ADBE,796343,KPMG LLP,Yes,2011-12-02,2011-12-02,2011,2012-01-26,0,3668085,456813,2011,1
NFLX,1065280,KPMG LLP,Yes,2011-12-31,2011-12-31,2011,2012-02-10,0,2300000,364000,2011,1
TZOO,1133311,KPMG LLP,Yes,2011-12-31,2011-12-31,2011,2012-02-17,0,851693,0,2011,1
CDNS,813672,KPMG LLP,Yes,2011-12-31,2011-12-31,2011,2012-02-23,0,2738000,99000,2011,1
SJW,766829,KPMG LLP,Yes,2011-12-31,2011-12-31,2011,2012-02-29,0,705500,31047,2011,1
NLOK,849399,KPMG LLP,Yes,2012-03-30,2012-03-30,2012,2012-05-21,0,9240888,1059650,2012,1
EA,712515,KPMG LLP,Yes,2012-03-31,2012-03-31,2012,2012-05-25,0,4572000,1432000,2012,1
EXTR,1078271,KPMG LLP,Yes,2012-06-30,2012-06-30,2012,2012-08-22,0,880000,26200,2012,1
SYNA,817720,KPMG LLP,Yes,2012-06-30,2012-06-30,2012,2012-08-24,0,843840,109861,2012,1
SANM,897723,KPMG LLP,Yes,2012-09-29,2012-09-29,2012,2012-11-20,0,3570237,1077731,2012,1
AMAT,6951,KPMG LLP,Yes,2012-10-28,2012-10-30,2012,2012-12-05,0,6560000,647000,2012,1
SNPS,883241,KPMG LLP,Yes,2012-10-31,2012-10-31,2012,2012-12-20,0,3667000,758000,2012,1
ADBE,796343,KPMG LLP,Yes,2012-11-30,2012-11-30,2012,2013-01-22,0,3438258,995115,2012,1
SNX,1177394,KPMG LLP,Yes,2012-11-30,2012-11-30,2012,2013-01-28,0,1818525,35092,2012,1
TZOO,1133311,KPMG LLP,Yes,2012-12-31,2012-12-31,2012,2013-02-08,0,909798,0,2012,1
CDNS,813672,KPMG LLP,Yes,2012-12-29,2012-12-29,2012,2013-02-21,0,2670000,56000,2012,1
SJW,766829,KPMG LLP,Yes,2012-12-31,2012-12-31,2012,2013-02-28,0,726700,27000,2012,1
QADA,1036188,KPMG LLP,Yes,2013-01-31,2013-01-31,2013,2013-04-12,0,1312000,98000,2013,1
NLOK,849399,KPMG LLP,Yes,2013-03-29,2013-03-29,2013,2013-05-17,0,8344495,1505924,2013,1
