companyname,stateincorp,ticker,year,sic,totalassets,costofgoodssold,netincome,sale,advertising,sellingadmin,mktvalue,commonequity,totalliability
STAMPS.COM INC,DE,STMP,2010,7370,57.442,22.79,5.532,85.544,5.5,55.184,191.9925,44.238,13.204
STAMPS.COM INC,DE,STMP,2011,7370,107.98,25.327,26.265,101.585,7,58.145,422.3392,94.007,13.973
STAMPS.COM INC,DE,STMP,2012,7370,130.852,26.107,38.557,115.661,8.7,63.338,386.0388,112.954,17.898
STAMPS.COM INC,DE,STMP,2013,7370,187.118,24.962,44.153,127.819,10.3,66.201,681.4727,171.765,15.353
STAMPS.COM INC,DE,STMP,2014,7370,254.731,29.673,36.882,147.269,9.7,78.215,767.696,205.031,49.7
STAMPS.COM INC,DE,STMP,2015,7370,528.614,40.033,-4.198,213.957,10.8,106.903,1830.1582,238.969,289.645
STAMPS.COM INC,DE,STMP,2016,7370,610.129,58.38,75.229,364.305,12.1,165.473,1937.2411,372.712,237.417
STAMPS.COM INC,DE,STMP,2017,7370,679.104,73.82,150.603,468.709,14.8,211.802,3303.724,497.813,181.291
JUNIPER NETWORKS INC,DE,JNPR,2008,3576,7187.341,1037.021,511.749,3572.376,5,1658.928,9223.4275,5901.405,1285.936
JUNIPER NETWORKS INC,DE,JNPR,2009,3576,7590.263,1019.845,116.999,3315.912,11.4,1635.205,13850.8245,5822.136,1765.498
JUNIPER NETWORKS INC,DE,JNPR,2010,3576,8467.851,1200.461,618.402,4093.266,17.1,1952.786,19396.9558,6608.2,1859.051
JUNIPER NETWORKS INC,DE,JNPR,2011,3576,9983.82,1416.225,425.136,4448.709,17.2,2206.982,10744.0077,7089.182,2894.162
JUNIPER NETWORKS INC,DE,JNPR,2012,3576,9832.1,1421.4,186.5,4365.4,20,2347.2,10000.228,6999,2832.6
JUNIPER NETWORKS INC,DE,JNPR,2013,3576,10326,1543.8,439.8,4669.1,20.1,2330.9,11176.664,7302.2,3023.8
JUNIPER NETWORKS INC,DE,JNPR,2014,3576,8403.1,1533.9,-334.3,4627.1,19.2,2255.5,9289.584,4919.1,3484
JUNIPER NETWORKS INC,DE,JNPR,2015,3576,8619.2,1611,633.7,4857.8,20.2,2163.3,10598.4,4574.4,4044.8
JUNIPER NETWORKS INC,DE,JNPR,2016,3576,9656.5,1689.4,592.7,4990.1,15.8,2195.1,10769.886,4962.5,4694
JUNIPER NETWORKS INC,DE,JNPR,2017,3576,9833.8,1733.1,306.2,5027.2,19.9,2138.7,10416.75,4680.9,5152.9
J2 GLOBAL INC,DE,JCOM,2008,7370,322.04,33.55,72.562,241.513,30.3,97.329,874.245,249.98,72.06
J2 GLOBAL INC,DE,JCOM,2009,7370,414.001,30.023,66.827,244.871,28.3,93.938,900.0195,336.172,77.829
J2 GLOBAL INC,DE,JCOM,2010,7370,532.623,29.576,83.047,255.394,36.3,106.085,1303.329,431.745,100.878
J2 GLOBAL INC,DE,JCOM,2011,7370,651.171,54.058,114.766,340.484,45.4,117.659,1314.3913,554.375,96.796
J2 GLOBAL INC,DE,JCOM,2012,7370,995.17,60.843,121.58,371.396,48.1,125.493,1379.8764,594.695,391.835
J2 GLOBAL INC,DE,JCOM,2013,7370,1153.789,77.305,107.522,508.201,55.4,228.285,2305.7111,706.418,447.371
J2 GLOBAL INC,DE,JCOM,2014,7370,1705.202,90.436,125.327,599.03,60.5,259.435,2939.42,820.235,884.967
J2 GLOBAL INC,DE,JCOM,2015,7370,1792.868,103.647,133.636,720.815,63.5,308.373,3947.3263,890.208,902.66
J2 GLOBAL INC,DE,JCOM,2016,7370,2062.328,120.57,152.439,874.255,96.8,384.178,3880.9192,914.536,1147.792
J2 GLOBAL INC,DE,JCOM,2017,7370,2453.093,138.877,139.425,1117.838,143.3,543.723,3590.5607,1020.305,1432.788
HOOKER FURNITURE CORP,VA,HOFT,2008,2510,175.232,217.345,19.655,316.801,3,66.158,253.6483,140.826,34.406
HOOKER FURNITURE CORP,VA,HOFT,2009,2510,153.467,197.966,6.91,261.162,3.1,45.98,87.0378,129.71,23.757
HOOKER FURNITURE CORP,VA,HOFT,2010,2510,149.099,151.806,3.008,203.347,2.9,41.956,136.9503,127.592,21.507
HOOKER FURNITURE CORP,VA,HOFT,2011,2510,150.411,165.199,3.24,215.429,2.4,41.022,144.5866,126.77,23.641
HOOKER FURNITURE CORP,VA,HOFT,2012,2510,149.171,170.895,5.057,222.505,2.2,40.752,130.0557,127.113,22.058
HOOKER FURNITURE CORP,VA,HOFT,2013,2510,155.823,163.247,8.626,218.359,2.3,39.528,162.2646,131.045,24.778
HOOKER FURNITURE CORP,VA,HOFT,2014,2510,155.481,171.077,7.929,228.293,2.2,40.122,162.908,134.803,20.678
HOOKER FURNITURE CORP,VA,HOFT,2015,2510,170.755,178.951,12.578,244.35,2,43.752,194.363,142.909,27.846
HOOKER FURNITURE CORP,VA,HOFT,2016,2510,181.653,175.365,16.185,246.999,2.3,43.226,310.5848,156.061,25.592
HOOKER FURNITURE CORP,VA,HOFT,2017,2510,318.696,446.232,25.287,577.219,3.2,82.567,383.8916,197.927,120.769
1-800-FLOWERS.COM,DE,FLWS,2008,5961,371.338,525.638,21.054,919.392,127.2,336.024,409.5944,231.465,139.873
1-800-FLOWERS.COM,DE,FLWS,2009,5961,286.127,432.544,-98.417,713.95,70.8,244.947,121.8547,133.783,152.344
1-800-FLOWERS.COM,DE,FLWS,2010,5961,256.086,398.938,-4.221,667.71,70.4,240.144,131.6031,132.626,123.46
1-800-FLOWERS.COM,DE,FLWS,2011,5961,256.951,409.703,5.722,689.787,67.9,245.956,199.0572,141.661,115.29
1-800-FLOWERS.COM,DE,FLWS,2012,5961,264.848,422.298,17.646,716.257,75.4,254.963,225.3004,161.748,103.1
1-800-FLOWERS.COM,DE,FLWS,2013,5961,250.073,430.305,12.321,735.497,77.9,260.608,395.3429,169.271,80.802
1-800-FLOWERS.COM,DE,FLWS,2014,5961,267.569,440.672,15.372,756.345,83,272.119,371.664,183.199,81.451
1-800-FLOWERS.COM,DE,FLWS,2015,5961,501.946,622.995,20.287,1121.506,130.6,410.81,680.2243,208.449,291.69
1-800-FLOWERS.COM,DE,FLWS,2016,5961,506.514,655.566,36.875,1173.024,133.1,438.027,588.4648,242.586,263.928
1-800-FLOWERS.COM,DE,FLWS,2017,5961,552.47,673.344,44.041,1193.625,137.5,440.546,635.115,282.239,270.231
RED HAT INC,DE,RHT,2008,7372,2079.982,47.651,76.667,523.016,18,371.991,3403.0338,951.191,1128.791
RED HAT INC,DE,RHT,2009,7372,1753.636,65.817,78.721,652.572,18.1,463.925,2601.0863,1106.053,647.583
RED HAT INC,DE,RHT,2010,7372,1870.872,67.984,87.253,748.236,23.5,525.292,5255.1956,1111.052,759.82
RED HAT INC,DE,RHT,2011,7372,2199.322,117.977,107.278,909.277,25.5,597.627,7968.9802,1290.699,908.623
RED HAT INC,DE,RHT,2012,7372,2491.099,143.392,146.626,1133.803,29.2,737.926,9528.7163,1398.817,1092.282
RED HAT INC,DE,RHT,2013,7372,2813.66,158.739,150.204,1328.817,42.7,902.057,9807.397,1520.161,1293.499
RED HAT INC,DE,RHT,2014,7372,3106.619,176.219,178.292,1534.615,53.4,1049.531,11191.1109,1551.165,1555.454
RED HAT INC,DE,RHT,2015,7372,3802.985,213.149,180.201,1789.489,62.6,1246.082,12687.0451,1288.338,2514.647
RED HAT INC,DE,RHT,2016,7372,4155.099,247.618,199.365,2046.93,88.9,1436.592,11840.5051,1334.432,2820.667
RED HAT INC,DE,RHT,2017,7372,4535.185,283.363,253.703,2411.803,95.7,1709.097,14649.2546,1247.32,3287.865
NETSCOUT SYSTEMS INC,DE,NTCT,2008,7373,420.937,37.498,-2.088,168.956,0.267,114.173,361.2027,197.333,223.604
NETSCOUT SYSTEMS INC,DE,NTCT,2009,7373,436.734,51.966,20.048,267.604,0.366,163.64,288.4048,225.731,211.003
NETSCOUT SYSTEMS INC,DE,NTCT,2010,7373,482.601,43.764,27.917,260.342,0.201,156.318,617.7635,266.843,215.758
NETSCOUT SYSTEMS INC,DE,NTCT,2011,7373,527.57,49.561,37.265,290.54,0.175,169.207,1162.6572,319.559,208.011
NETSCOUT SYSTEMS INC,DE,NTCT,2012,7373,567.757,51.362,32.428,308.679,0.273,181.656,850.4968,342.369,225.388
NETSCOUT SYSTEMS INC,DE,NTCT,2013,7373,552.176,59.421,40.609,350.55,1.1,205.725,1018.8442,371.903,180.273
NETSCOUT SYSTEMS INC,DE,NTCT,2014,7373,607.763,69.685,49.106,396.647,2.4,230.317,1547.0183,409.161,198.602
NETSCOUT SYSTEMS INC,DE,NTCT,2015,7373,669.049,78.203,61.192,453.669,3.1,246.884,1789.4308,435.75,233.299
NETSCOUT SYSTEMS INC,DE,NTCT,2016,7373,3592.843,226.683,-28.369,955.419,6.4,591.32,2161.2014,2443.382,1149.461
NETSCOUT SYSTEMS INC,DE,NTCT,2017,7373,3601.513,268.415,33.291,1162.112,8.1,667.745,3492.956,2436.25,1165.263
EGAIN CORP,DE,EGAN,2008,7370,13.914,10.884,-4.147,30.107,0.254,21.085,12.1131,-13.289,27.203
EGAIN CORP,DE,EGAN,2009,7370,18.636,10.057,2.18,33.219,0.215,19.217,11.1065,-4.093,22.729
EGAIN CORP,DE,EGAN,2010,7370,15.316,9.077,-0.127,29.877,0.289,18.947,17.2583,-4.163,19.479
EGAIN CORP,DE,EGAN,2011,7370,28.224,10.318,8.511,44.065,0.348,23.457,70.9829,6.012,22.212
EGAIN CORP,DE,EGAN,2012,7370,26.345,12.59,-4.917,43.364,0.251,33.056,133.4433,2.315,24.03
EGAIN CORP,DE,EGAN,2013,7370,43.536,16.752,0.684,58.889,0.138,39.322,241.5197,5.988,37.548
EGAIN CORP,DE,EGAN,2014,7370,32.647,21.354,-5.246,70.262,0.12,50.859,172.4387,3.049,29.598
EGAIN CORP,DE,EGAN,2015,7370,49.731,27.089,-12.429,75.913,0.068,54.253,135.3802,1.099,48.632
EGAIN CORP,DE,EGAN,2016,7370,48.063,21.952,-6.24,69.375,0.121,48.458,76.4446,-4.277,52.34
EGAIN CORP,DE,EGAN,2017,7370,39.751,19.823,-6.02,58.215,0.052,38.918,44.7596,-9.621,49.372
INTERNAP CORP,DE,INAPQ,2008,7374,330.083,152.094,-104.813,253.989,1.3,75.123,125.56,248.195,81.888
INTERNAP CORP,DE,INAPQ,2009,7374,267.502,161.543,-69.725,256.259,1.3,70.041,238.5861,184.402,83.1
INTERNAP CORP,DE,INAPQ,2010,7374,293.142,147.284,-3.622,244.164,2,62.28,316.2634,188.611,104.531
INTERNAP CORP,DE,INAPQ,2011,7374,356.71,141.588,-1.702,244.628,2.1,63.067,312.0163,192.17,164.54
INTERNAP CORP,DE,INAPQ,2012,7374,400.712,157.418,-4.318,273.592,2.5,69.978,370.257,195.605,205.107
INTERNAP CORP,DE,INAPQ,2013,7374,614.241,161.699,-19.83,283.342,3.1,70.349,406.253,182.21,432.031
INTERNAP CORP,DE,INAPQ,2014,7374,591.784,181.75,-39.494,334.959,6.5,81.662,433.1036,150.336,441.448
INTERNAP CORP,DE,INAPQ,2015,7374,555.555,167.915,-48.443,318.293,4.9,80.666,358.2144,114.436,441.119
INTERNAP CORP,DE,INAPQ,2016,7374,430.615,156.439,-124.742,298.297,2.1,64.819,89.0105,-3.724,434.339
INTERNAP CORP,DE,INAPQ,2017,7374,586.525,131.974,-45.343,280.718,1.9,60.615,326.8308,-5.101,587.557
PCTEL INC,DE,PCTI,2008,3663,135.506,38.425,38.297,76.927,0.2,31.227,119.8105,125.318,10.188
PCTEL INC,DE,PCTI,2009,3663,129.218,27.659,-4.483,56.002,0.2,28.122,109.4845,121.068,8.15
PCTEL INC,DE,PCTI,2010,3663,130.565,35.864,-3.456,69.254,0.2,32.096,109.716,116.655,13.91
PCTEL INC,DE,PCTI,2011,3663,133.464,38.494,1.047,76.844,0.2,33.203,124.618,116.315,14.887
PCTEL INC,DE,PCTI,2012,3663,128.57,50.593,-8.611,88.849,0.2,33.481,133.308,108.145,20.425
PCTEL INC,DE,PCTI,2013,3663,127.432,59.539,3.251,104.253,0.166,36.182,177.6766,112.052,15.38
PCTEL INC,DE,PCTI,2014,3663,131.669,60.738,4.612,107.164,0.175,36.175,160.8249,115.515,16.154
PCTEL INC,DE,PCTI,2015,3663,113.71,65.387,-1.568,106.615,0.212,37.693,80.3257,100.397,13.313
PCTEL INC,DE,PCTI,2016,3663,92.166,57.69,-17.681,96.713,0.162,36.014,93.2623,78.525,13.641
PCTEL INC,DE,PCTI,2017,3663,96.466,49.393,3.822,91.437,0.107,36.882,131.2376,83.319,13.147
NA,NA,JCDAF,2008,7372,44.816,10.317,13.237,23.055,0.439,19.231,49.617,NA,NA
NA,NA,JCDAF,2009,7372,35.057,10.387,-7.016,16.661,0.245,14.128,24.3711,NA,NA
NA,NA,JCDAF,2010,7372,24.689,10.745,-10.609,17.155,0.224,13.26,16.636,NA,NA
NA,NA,JCDAF,2011,7372,18.063,7.982,-6.798,12.386,0.082,10.734,7.8605,NA,NA
NA,NA,JCDAF,2012,7372,13.213,6.358,-6.444,10.767,0.161,11.303,4.9492,NA,NA
NA,NA,JCDAF,2013,7372,14.7,5.699,0.118,15.626,0.17,10.423,11.2293,NA,NA
NA,NA,JCDAF,2014,7372,13.124,6.294,-0.668,16.373,0.228,11.531,13.6032,NA,NA
NA,NA,JCDAF,2015,7372,10.862,6.833,-1.241,17.323,0.22,11.458,14.1872,NA,NA
NA,NA,JCDAF,2016,7372,10.53,6.738,-3.447,14.471,0.301,11.138,23.1773,NA,NA
NA,NA,JCDAF,2017,7372,9.736,6.238,-4.573,14.704,0.45,12.445,26.0775,NA,NA
WORLD WRESTLING ENTMT INC,DE,WWE,2008,7812,429.41,311.784,45.416,526.457,11.6,131.303,806.5575,359.974,69.436
WORLD WRESTLING ENTMT INC,DE,WWE,2009,7812,440.621,255.847,50.303,475.161,4.1,125.538,1126.1571,337.021,103.6
WORLD WRESTLING ENTMT INC,DE,WWE,2010,7812,415.729,274.298,53.452,477.655,6.018,109.392,1053.7458,316.748,98.981
WORLD WRESTLING ENTMT INC,DE,WWE,2011,7812,378.624,315.183,24.832,483.921,4.014,116.739,693.5851,295.143,83.481
WORLD WRESTLING ENTMT INC,DE,WWE,2012,7812,381.383,285.326,31.432,484.013,3.934,128.141,589.817,294.726,86.657
WORLD WRESTLING ENTMT INC,DE,WWE,2013,7812,378.462,324.591,2.764,504.57,3.819,154.582,1245.1746,265.948,112.514
WORLD WRESTLING ENTMT INC,DE,WWE,2014,7812,382.554,379.261,-30.072,542.62,30.198,178.014,931.3862,205.861,176.693
WORLD WRESTLING ENTMT INC,DE,WWE,2015,7812,409.145,398.969,24.144,658.768,25.26,192.773,1354.1274,209.317,199.828
WORLD WRESTLING ENTMT INC,DE,WWE,2016,7812,600.903,431.248,33.841,729.216,22.122,219.132,1405.852,239.743,361.16
WORLD WRESTLING ENTMT INC,DE,WWE,2017,7812,614.507,460.351,32.64,800.959,23.629,234.75,2357.9321,252.959,361.548
BSQUARE CORP,WA,BSQR,2008,5045,27.758,48.001,1.963,65.757,0.142,15.418,23.811,18.942,8.816
BSQUARE CORP,WA,BSQR,2009,5045,30.271,50.087,-2.682,64.379,0.149,16.702,25.4075,17.474,12.797
BSQUARE CORP,WA,BSQR,2010,5045,42.096,75.393,6.163,96.774,0.093,16.229,91.14,25.082,17.014
BSQUARE CORP,WA,BSQR,2011,5045,42.792,75.957,-0.463,96.843,0.588,20.307,37.1891,27.035,15.757
BSQUARE CORP,WA,BSQR,2012,5045,45.791,81.342,0.916,101.394,0.733,17.88,32.447,29.005,16.786
BSQUARE CORP,WA,BSQR,2013,5045,44.648,76.219,-5.257,92.108,0.501,17.776,40.4361,24.671,19.977
BSQUARE CORP,WA,BSQR,2014,5045,47.241,78.764,2.345,95.916,0.558,13.997,53.5444,28.577,18.664
BSQUARE CORP,WA,BSQR,2015,5045,55.258,85.556,6.093,106.601,0.023,14.039,73.6464,36.907,18.351
BSQUARE CORP,WA,BSQR,2016,5045,61.008,80.055,-1.052,97.441,0.045,16.961,73.3122,38.112,22.896
BSQUARE CORP,WA,BSQR,2017,5045,49.434,62.055,-9.058,80.811,0.388,27.543,58.8876,31.43,18.004
TELKONET INC,UT,TKOI,2008,3823,26.508,12.896,-23.986,20.531,0.092,16.598,12.2535,3.451,22.794
TELKONET INC,UT,TKOI,2009,3823,16.295,5.192,1.06,10.518,0.005,8.211,16.8987,6.487,9.075
TELKONET INC,UT,TKOI,2010,3823,15.556,5.419,-1.772,11.259,0.015,6.588,11.1385,6.583,7.429
TELKONET INC,UT,TKOI,2011,3823,13.197,4.967,-1.902,11.181,0.01,5.427,14.609,6.243,4.586
TELKONET INC,UT,TKOI,2012,3823,15.176,5.904,0.39,12.758,0.007,6.223,14.4858,6.342,5.568
TELKONET INC,UT,TKOI,2013,3823,10.859,7.104,-3.995,13.89,0.021,7.422,27.5079,4.213,5.156
TELKONET INC,UT,TKOI,2014,3823,10.787,7.559,0.043,14.797,0.015,6.678,17.505,4.127,4.984
TELKONET INC,UT,TKOI,2015,3823,10.978,6.746,-0.189,15.084,0.016,7.987,23.5052,4.168,5.087
TELKONET INC,UT,TKOI,2016,3823,10.472,4.15,-1.376,8.256,0.032,7.996,18.3892,3.618,5.152
TELKONET INC,UT,TKOI,2017,3823,12.548,4.437,3.746,8.283,0.034,6.994,16.645,7.83,3.015
COLLECTORS UNIVERSE INC,DE,CLCT,2008,7389,52.018,22.527,-15.632,41.984,1.136,23.553,67.8077,43.83,8.188
COLLECTORS UNIVERSE INC,DE,CLCT,2009,7389,36.273,15.855,-16.923,35.914,0.524,15.921,44.691,24.779,11.494
COLLECTORS UNIVERSE INC,DE,CLCT,2010,7389,38.686,15.229,16.698,39.763,0.469,15.186,103.1631,27.612,11.074
COLLECTORS UNIVERSE INC,DE,CLCT,2011,7389,36.511,16.478,5.119,44.432,0.407,17.526,117.7153,25.07,11.441
COLLECTORS UNIVERSE INC,DE,CLCT,2012,7389,36.445,18.577,6.749,48.359,0.362,19.773,119.0108,24.531,11.914
COLLECTORS UNIVERSE INC,DE,CLCT,2013,7389,33.018,18.024,5.73,49.09,0.476,20.528,112.7443,20.562,12.456
COLLECTORS UNIVERSE INC,DE,CLCT,2014,7389,35.588,21.407,7.359,60.571,0.394,25.432,173.587,20.64,14.948
COLLECTORS UNIVERSE INC,DE,CLCT,2015,7389,32.202,21.76,7.401,61.684,0.401,26.088,177.1071,18.469,13.733
COLLECTORS UNIVERSE INC,DE,CLCT,2016,7389,28.19,21.374,7.64,60.954,0.725,25.682,175.7355,14.995,13.195
COLLECTORS UNIVERSE INC,DE,CLCT,2017,7389,28.609,25.178,8.509,70.158,0.328,30.087,221.6869,15.917,12.692
NA,NA,FSI,2008,2810,13.356,6.271,0.405,10.757,0.102,3.588,32.2043,NA,NA
NA,NA,FSI,2009,2810,14.254,6.086,-0.743,9.783,0.071,3.646,23.4578,NA,NA
NA,NA,FSI,2010,2810,14.994,6.662,-0.19,11.491,0.092,3.886,17.8726,NA,NA
NA,NA,FSI,2011,2810,14.505,9.322,0.183,15.519,0.106,4.442,29.6312,NA,NA
NA,NA,FSI,2012,2810,13.736,9.861,-1.084,16.4,0.064,5.188,15.1455,NA,NA
NA,NA,FSI,2013,2810,14.474,9.972,1.822,15.802,0.025,5.32,12.6432,NA,NA
NA,NA,FSI,2014,2810,14.235,9.979,0.403,15.908,0.036,4.459,14.9242,NA,NA
NA,NA,FSI,2015,2810,14.143,9.12,1.505,15.899,0.034,3.851,13.1121,NA,NA
NA,NA,FSI,2016,2810,15.158,8.717,1.793,16.246,0.021,3.873,15.2357,NA,NA
NA,NA,FSI,2017,2810,17.773,9.223,1.755,15.494,0.018,4.365,21.1084,NA,NA
EXPEDIA GROUP INC,DE,EXPE,2008,4700,5894.249,557.944,-2517.763,2937.013,598,1665.786,2364.6658,2328.394,3512.918
EXPEDIA GROUP INC,DE,EXPE,2009,4700,5937.156,504.469,299.526,2955.426,543,1637.254,7449.5812,2682.681,3187.43
EXPEDIA GROUP INC,DE,EXPE,2010,4700,6650.994,564.43,421.5,3348.109,589,1880.697,6873.3302,2672.544,3914.291
EXPEDIA GROUP INC,DE,EXPE,2011,4700,6505.258,628.263,472.294,3449.009,796,2165.348,3876.5206,2199.864,4200.091
EXPEDIA GROUP INC,DE,EXPE,2012,4700,7085.195,734.357,280.171,4030.347,870,2551.289,8314.6752,2280.259,4695.807
EXPEDIA GROUP INC,DE,EXPE,2013,4700,7739.481,1003.761,232.85,4771.259,1200,2973.572,9033.9268,2145.464,5115.625
EXPEDIA GROUP INC,DE,EXPE,2014,4700,9020.538,1143.689,398.097,5763.485,1600,3682.431,10846.4391,1784.267,6566.736
EXPEDIA GROUP INC,DE,EXPE,2015,4700,15503.812,1264.108,764.465,6672.317,2100,4447.014,18677.1937,4864.394,9915.567
EXPEDIA GROUP INC,DE,EXPE,2016,4700,15777.546,1534.278,281.848,8773.564,2700,5866.087,16995.625,4132.301,10084.443
EXPEDIA GROUP INC,DE,EXPE,2017,4700,18515.628,1657.042,377.964,10059.844,3300,6845.97,18173.78,4522.335,12364.726
DOUGHERTYS PHARMACY INC,DE,MYDP,2008,5912,22.376,26.457,5.844,37.099,0.589,10.381,3.6975,14.313,6.957
DOUGHERTYS PHARMACY INC,DE,MYDP,2009,5912,22.42,24.965,-0.019,36.15,0.606,10.816,5.1341,14.288,6.988
DOUGHERTYS PHARMACY INC,DE,MYDP,2010,5912,21.784,18.949,2.028,28.704,0.268,9.113,6.8454,16.999,4.451
DOUGHERTYS PHARMACY INC,DE,MYDP,2011,5912,20.718,19.637,-1.977,27.643,0.394,9.68,1.0073,14.881,5.668
DOUGHERTYS PHARMACY INC,DE,MYDP,2012,5912,12.617,17.328,-3.64,24.7,0.127,7.381,6.112,7.043,5.406
DOUGHERTYS PHARMACY INC,DE,MYDP,2013,5912,13.174,17.455,1.241,25.194,0.087,6.603,3.7967,8.452,4.722
DOUGHERTYS PHARMACY INC,DE,MYDP,2014,5912,14.004,20.026,0.452,28.479,0.103,7.642,5.6945,8.917,5.087
DOUGHERTYS PHARMACY INC,DE,MYDP,2015,5912,20.306,29.654,-0.396,40.952,0.152,10.628,4.9718,8.541,11.765
DOUGHERTYS PHARMACY INC,DE,MYDP,2016,5912,15.375,31.736,-4.859,42.786,0.109,10.449,4.5979,3.703,11.672
DOUGHERTYS PHARMACY INC,DE,MYDP,2017,5912,12.627,29.39,-2.108,40.213,0.101,10.395,3.2162,1.63,10.997
AGILENT TECHNOLOGIES INC,DE,A,2008,3826,7437,2384,693,5774,45,2386,7766.5,2559,4878
AGILENT TECHNOLOGIES INC,DE,A,2009,3826,7612,1959,-31,4481,36,2062,8563.7015,2506,5106
AGILENT TECHNOLOGIES INC,DE,A,2010,3826,9696,2258,684,5463,45,2170,12045.8112,3228,6460
AGILENT TECHNOLOGIES INC,DE,A,2011,3826,9057,2801,1012,6626,55,2379,12840.3807,4308,4741
AGILENT TECHNOLOGIES INC,DE,A,2012,3826,10536,2896,1153,6858,50,2426,12469.5633,5182,5351
AGILENT TECHNOLOGIES INC,DE,A,2013,3826,10686,2822,724,6782,44,2519,16867.4972,5286,5397
AGILENT TECHNOLOGIES INC,DE,A,2014,3826,10831,2921,504,6981,57,2541,18516.9205,5298,5530
AGILENT TECHNOLOGIES INC,DE,A,2015,3826,7479,1775,401,4038,25,1404,12536.32,4167,3309
AGILENT TECHNOLOGIES INC,DE,A,2016,3826,7802,1800,462,4202,30,1439,14093.1958,4243,3556
AGILENT TECHNOLOGIES INC,DE,A,2017,3826,8426,1843,684,4472,38,1534,21903.9593,4831,3591
XO GROUP INC,DE,XOXO,2008,7370,229.352,19.523,4.129,103.897,0.566,69.485,269.0771,198.348,31.004
XO GROUP INC,DE,XOXO,2009,7370,224.875,21.618,-4.874,106.416,0.777,70.871,339.4295,202.106,22.769
XO GROUP INC,DE,XOXO,2010,7370,235.239,23.184,3.654,111.881,0.836,77.819,338.5678,210.376,24.863
XO GROUP INC,DE,XOXO,2011,7370,184.439,25.086,6.04,124.257,0.638,83.674,230.5927,150.343,33.56
XO GROUP INC,DE,XOXO,2012,7370,183.354,22.625,8.714,129.131,0.5,87.448,240.4329,144.507,38.847
XO GROUP INC,DE,XOXO,2013,7370,197.749,22.405,5.794,133.814,0.7,92.668,401.9481,155.89,41.859
XO GROUP INC,DE,XOXO,2014,7370,193.582,21.169,0.462,143.664,0.7,103.441,484.9505,157.926,35.656
XO GROUP INC,DE,XOXO,2015,7370,196.741,10.387,5.464,141.644,1.3,107.777,421.3502,159.467,37.274
XO GROUP INC,DE,XOXO,2016,7370,210.186,9.754,12.12,152.116,3.8,118.106,511.6323,174.55,35.636
XO GROUP INC,DE,XOXO,2017,7370,204.12,10.524,5.534,160.556,3.8,128.87,474.3666,173.089,31.031
ZYNEX INC,NV,ZYXI,2008,3845,10.784,1.816,0.111,12.774,0.136,9.214,46.3001,4.774,6.01
ZYNEX INC,NV,ZYXI,2009,3845,11.93,3.116,2.382,18.681,0.019,11.075,32.3268,7.486,4.444
ZYNEX INC,NV,ZYXI,2010,3845,15.701,4.428,0.35,24.085,0.026,17.122,18.3624,8.182,7.519
ZYNEX INC,NV,ZYXI,2011,3845,21.785,6.565,1.564,34.148,0.072,23.676,20.9556,10.14,11.645
ZYNEX INC,NV,ZYXI,2012,3845,25.936,7.858,1.553,39.666,0.095,28.159,21.7974,12.05,13.881
ZYNEX INC,NV,ZYXI,2013,3845,17.221,7.301,-7.301,21.684,0.115,20.534,11.5333,4.882,12.373
ZYNEX INC,NV,ZYXI,2014,3845,7.114,3.647,-6.199,11.117,0.047,11.397,5.1597,-1.201,8.381
ZYNEX INC,NV,ZYXI,2015,3845,3.696,4.513,-2.911,11.641,0.078,9.185,14.1658,-3.982,7.767
ZYNEX INC,NV,ZYXI,2016,3845,4.091,3.082,0.069,13.313,0.116,9.156,9.3813,-3.713,7.893
ZYNEX INC,NV,ZYXI,2017,3845,8.929,4.533,7.365,23.432,0.1,9.669,104.234,4.991,4.027
NA,NA,GIGM,2008,7370,316.793,27.063,44.388,190.369,60.058,115.568,306.075,NA,NA
NA,NA,GIGM,2009,7370,260.181,27.429,-49.085,159.581,63.6,124.4,179.8337,NA,NA
NA,NA,GIGM,2010,7370,267.589,16.321,2.65,64.682,12.7,62.309,83.2692,NA,NA
NA,NA,GIGM,2011,7370,191.706,10.929,-71.212,34.395,3.5,34.899,42.0976,NA,NA
NA,NA,GIGM,2012,7370,140.394,7.96,-15.29,27.47,3.2,23.153,48.6912,NA,NA
NA,NA,GIGM,2013,7370,103.321,5.269,-34.78,15.032,0.676,12.874,50.6063,NA,NA
NA,NA,GIGM,2014,7370,108.304,6.318,-5.155,9.779,0.888,14.015,51.8081,NA,NA
NA,NA,GIGM,2015,7370,81.195,8.349,-2.243,10.251,3.1,15.106,33.4876,NA,NA
NA,NA,GIGM,2016,7370,70.327,3.87,-6.066,8.971,3.3,10.049,32.2718,NA,NA
NA,NA,GIGM,2017,7370,66.413,5.048,1.086,11.596,3.1,8.717,33.597,NA,NA
NA,NA,UTSI,2008,3663,1310.806,1348.807,-150.316,1640.449,4.3,400.85,234.1471,NA,NA
NA,NA,UTSI,2009,3663,929.111,274.165,-225.688,389.044,0.8,203.985,284.9081,NA,NA
NA,NA,UTSI,2010,3663,784.283,215.697,-65.129,291.535,0.7,132.384,319.9736,NA,NA
NA,NA,UTSI,2011,3663,600.94,204.442,13.387,320.576,0.5,93.98,209.5061,NA,NA
NA,NA,UTSI,2012,3663,488.091,114.17,-34.385,186.728,0.2,80.588,147.4429,NA,NA
